flow_id,src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,noofpackets,packets
10.10.10.165-32.26.220.231-80-37769-10062,10.10.10.165,32.26.220.231,80,37769,6,2024-06-01 16:10:12,0.030517578125,3735552.0,65536.0,32768.0,32768.0,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.030517578125,0.030517578125,0.030517578125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14516_14517
83.215.44.145-10.10.10.165-37759-80-9589,83.215.44.145,10.10.10.165,37759,80,6,2024-06-01 16:10:10,1562.6091957092285,184.30711965014652,1.9198658296890263,1.2799105531260175,0.6399552765630088,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,781.3045978546143,1562.5851154327393,0.024080276489257812,781.280517578125,1562.6091957092285,1562.6091957092285,1562.6091957092285,1562.6091957092285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1562.5851154327393,1562.5851154327393,1562.5851154327393,0.0,3,13815_14510_14511
10.10.10.165-88.117.114.70-80-37770-10062,10.10.10.165,88.117.114.70,80,37770,6,2024-06-01 16:10:12,0.012159347534179688,9375503.05882353,164482.50980392157,82241.25490196078,82241.25490196078,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.012159347534179688,0.012159347534179688,0.012159347534179688,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14518_14519
10.10.10.165-153.206.204.196-80-32354-10103,10.10.10.165,153.206.204.196,80,32354,6,2024-06-01 16:10:12,0.03504753112792969,3252725.551020408,57065.360544217685,28532.680272108842,28532.680272108842,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03504753112792969,0.03504753112792969,0.03504753112792969,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14561_14562
10.10.10.165-37.40.63.202-80-37776-10108,10.10.10.165,37.40.63.202,80,37776,6,2024-06-01 16:10:12,0.04124641418457031,2763876.6242774567,48489.06358381503,24244.531791907513,24244.531791907513,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.04124641418457031,0.04124641418457031,0.04124641418457031,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14568_14569
10.10.10.165-160.108.19.185-80-37777-10108,10.10.10.165,160.108.19.185,80,37777,6,2024-06-01 16:10:12,0.03743171691894531,3045545.579617834,53430.62420382166,26715.31210191083,26715.31210191083,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03743171691894531,0.03743171691894531,0.03743171691894531,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14570_14571
10.10.10.165-176.35.21.8-80-37779-10108,10.10.10.165,176.35.21.8,80,37779,6,2024-06-01 16:10:12,0.028848648071289062,3951658.3140495867,69327.33884297521,34663.669421487604,34663.669421487604,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.028848648071289062,0.028848648071289062,0.028848648071289062,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14574_14575
10.10.10.165-159.206.204.155-80-37780-10108,10.10.10.165,159.206.204.155,80,37780,6,2024-06-01 16:10:12,0.03314018249511719,3439932.7769784173,60349.69784172662,30174.84892086331,30174.84892086331,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03314018249511719,0.03314018249511719,0.03314018249511719,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14576_14577
10.10.10.165-163.21.100.50-80-37778-10108,10.10.10.165,163.21.100.50,80,37778,6,2024-06-01 16:10:12,0.029802322387695312,3825205.248,67108.864,33554.432,33554.432,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.029802322387695312,0.029802322387695312,0.029802322387695312,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14572_14573
10.10.10.165-122.6.50.122-80-37781-10108,10.10.10.165,122.6.50.122,80,37781,6,2024-06-01 16:10:12,0.022411346435546875,5086709.106382979,89240.51063829787,44620.255319148935,44620.255319148935,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.022411346435546875,0.022411346435546875,0.022411346435546875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14578_14579
10.10.10.165-199.128.143.169-80-37783-10109,10.10.10.165,199.128.143.169,80,37783,6,2024-06-01 16:10:12,0.0133514404296875,8538404.57142857,149796.57142857142,74898.28571428571,74898.28571428571,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.0133514404296875,0.0133514404296875,0.0133514404296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14581_14582
10.10.10.165-69.188.56.88-80-37784-10109,10.10.10.165,69.188.56.88,80,37784,6,2024-06-01 16:10:12,0.014066696166992188,8104248.406779661,142179.7966101695,71089.89830508475,71089.89830508475,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.014066696166992188,0.014066696166992188,0.014066696166992188,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14583_14584
10.10.10.165-44.158.248.90-80-37785-10109,10.10.10.165,44.158.248.90,80,37785,6,2024-06-01 16:10:12,0.015735626220703125,7244706.909090909,127100.12121212122,63550.06060606061,63550.06060606061,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.015735626220703125,0.015735626220703125,0.015735626220703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14585_14586
10.10.10.165-80.149.29.183-80-37787-10109,10.10.10.165,80.149.29.183,80,37787,6,2024-06-01 16:10:12,0.015974044799804688,7136576.955223881,125203.10447761194,62601.55223880597,62601.55223880597,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.015974044799804688,0.015974044799804688,0.015974044799804688,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14589_14590
10.10.10.165-148.100.154.205-80-37786-10109,10.10.10.165,148.100.154.205,80,37786,6,2024-06-01 16:10:12,0.0152587890625,7471104.0,131072.0,65536.0,65536.0,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.0152587890625,0.0152587890625,0.0152587890625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14587_14588
10.10.10.165-174.90.28.240-80-37788-10109,10.10.10.165,174.90.28.240,80,37788,6,2024-06-01 16:10:12,0.01811981201171875,6291456.0,110376.42105263157,55188.21052631579,55188.21052631579,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.01811981201171875,0.01811981201171875,0.01811981201171875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14591_14592
10.10.10.165-90.29.80.134-80-37790-10109,10.10.10.165,90.29.80.134,80,37790,6,2024-06-01 16:10:12,0.0362396240234375,3145728.0,55188.21052631579,27594.105263157893,27594.105263157893,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.0362396240234375,0.0362396240234375,0.0362396240234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14593_14594
10.10.10.165-162.237.162.46-80-37791-10109,10.10.10.165,162.237.162.46,80,37791,6,2024-06-01 16:10:12,0.016689300537109375,6830723.657142857,119837.25714285714,59918.62857142857,59918.62857142857,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.016689300537109375,0.016689300537109375,0.016689300537109375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14595_14596
148.80.173.252-10.10.10.165-37792-80-9621,148.80.173.252,10.10.10.165,37792,80,6,2024-06-01 16:10:10,1718.9934253692627,167.53990780280836,1.7452073729459203,1.163471581963947,0.5817357909819735,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,859.4967126846313,1718.9781665802002,0.0152587890625,859.4814538955688,1718.9934253692627,1718.9934253692627,1718.9934253692627,1718.9934253692627,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1718.9781665802002,1718.9781665802002,1718.9781665802002,0.0,3,13858_14597_14598
10.10.10.165-147.220.137.47-80-37793-10108,10.10.10.165,147.220.137.47,80,37793,6,2024-06-01 16:10:12,0.014781951904296875,7712107.354838709,135300.12903225806,67650.06451612903,67650.06451612903,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.014781951904296875,0.014781951904296875,0.014781951904296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14599_14600
10.10.10.165-80.159.19.61-80-37794-10108,10.10.10.165,80.159.19.61,80,37794,6,2024-06-01 16:10:12,0.17762184143066406,641812.9610738255,11259.876510067113,5629.938255033557,5629.938255033557,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.17762184143066406,0.17762184143066406,0.17762184143066406,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14601_14602
10.10.10.165-122.159.148.173-80-37669-10131,10.10.10.165,122.159.148.173,80,37669,6,2024-06-01 16:10:12,0.03790855407714844,3007236.830188679,52758.54088050315,26379.270440251574,26379.270440251574,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03790855407714844,0.03790855407714844,0.03790855407714844,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14626_14627
10.10.10.165-174.142.53.213-80-37668-10131,10.10.10.165,174.142.53.213,80,37668,6,2024-06-01 16:10:12,0.033855438232421875,3367258.1408450706,59074.704225352114,29537.352112676057,29537.352112676057,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.033855438232421875,0.033855438232421875,0.033855438232421875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14628_14629
23.103.68.21-10.10.10.165-37800-80-9625,23.103.68.21,10.10.10.165,37800,80,6,2024-06-01 16:10:10,1730.0143241882324,166.47261006647275,1.7340896881924246,1.156059792128283,0.5780298960641415,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,865.0071620941162,1729.9706935882568,0.04363059997558594,864.9635314941406,1730.0143241882324,1730.0143241882324,1730.0143241882324,1730.0143241882324,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1729.9706935882568,1729.9706935882568,1729.9706935882568,0.0,3,13868_14631_14632
173.162.184.61-10.10.10.165-37801-80-9626,173.162.184.61,10.10.10.165,37801,80,6,2024-06-01 16:10:10,1737.8969192504883,165.71753871582166,1.7262243616231423,1.150816241082095,0.5754081205410475,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,868.9484596252441,1737.8592491149902,0.037670135498046875,868.9107894897461,1737.8969192504883,1737.8969192504883,1737.8969192504883,1737.8969192504883,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1737.8592491149902,1737.8592491149902,1737.8592491149902,0.0,3,13869_14633_14634
10.10.10.165-25.253.130.248-80-37802-10130,10.10.10.165,25.253.130.248,80,37802,6,2024-06-01 16:10:12,0.015020370483398438,7589692.952380952,133152.50793650793,66576.25396825396,66576.25396825396,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.015020370483398438,0.015020370483398438,0.015020370483398438,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14635_14636
10.10.10.165-209.204.173.69-80-37810-10134,10.10.10.165,209.204.173.69,80,37810,6,2024-06-01 16:10:12,0.03910064697265625,2915552.7804878047,51150.04878048781,25575.024390243903,25575.024390243903,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03910064697265625,0.03910064697265625,0.03910064697265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14641_14642
10.10.10.165-186.134.77.132-80-37709-10135,10.10.10.165,186.134.77.132,80,37709,6,2024-06-01 16:10:12,0.040531158447265625,2812650.9176470586,49344.75294117647,24672.376470588235,24672.376470588235,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.040531158447265625,0.040531158447265625,0.040531158447265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14647_14648
10.10.10.165-122.35.163.52-80-37811-10134,10.10.10.165,122.35.163.52,80,37811,6,2024-06-01 16:10:12,0.017642974853515625,6461495.3513513515,113359.56756756757,56679.78378378379,56679.78378378379,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.017642974853515625,0.017642974853515625,0.017642974853515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14643_14644
10.10.10.165-114.112.145.20-80-37824-10150,10.10.10.165,114.112.145.20,80,37824,6,2024-06-01 16:10:12,0.039577484130859375,2880425.638554217,50533.78313253012,25266.89156626506,25266.89156626506,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.039577484130859375,0.039577484130859375,0.039577484130859375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14666_14667
10.10.10.165-47.77.84.235-80-37825-10150,10.10.10.165,47.77.84.235,80,37825,6,2024-06-01 16:10:12,0.04220008850097656,2701416.13559322,47393.265536723164,23696.632768361582,23696.632768361582,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.04220008850097656,0.04220008850097656,0.04220008850097656,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14668_14669
10.10.10.165-169.26.186.122-80-37707-10135,10.10.10.165,169.26.186.122,80,37707,6,2024-06-01 16:10:12,0.03743171691894531,3045545.579617834,53430.62420382166,26715.31210191083,26715.31210191083,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03743171691894531,0.03743171691894531,0.03743171691894531,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14649_14650
208.5.227.173-10.10.10.165-37827-80-9634,208.5.227.173,10.10.10.165,37827,80,6,2024-06-01 16:10:10,1777.8692245483398,161.99166734165456,1.6874132014755683,1.1249421343170454,0.5624710671585227,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,888.9346122741699,1777.843952178955,0.025272369384765625,888.9093399047852,1777.8692245483398,1777.8692245483398,1777.8692245483398,1777.8692245483398,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1777.843952178955,1777.843952178955,1777.843952178955,0.0,3,13885_14672_14673
187.192.32.250-10.10.10.165-37826-80-9633,187.192.32.250,10.10.10.165,37826,80,6,2024-06-01 16:10:10,1778.1929969787598,161.96217198545187,1.6871059581817904,1.1247373054545269,0.5623686527272634,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,889.0964984893799,1778.15580368042,0.03719329833984375,889.05930519104,1778.1929969787598,1778.1929969787598,1778.1929969787598,1778.1929969787598,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1778.15580368042,1778.15580368042,1778.15580368042,0.0,3,13884_14670_14671
32.100.227.72-10.10.10.165-37828-80-9635,32.100.227.72,10.10.10.165,37828,80,6,2024-06-01 16:10:10,1778.2835960388184,161.95392042165204,1.6870200043922088,1.1246800029281392,0.5623400014640696,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,889.1417980194092,1778.249740600586,0.033855438232421875,889.1079425811768,1778.2835960388184,1778.2835960388184,1778.2835960388184,1778.2835960388184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1778.249740600586,1778.249740600586,1778.249740600586,0.0,3,13886_14674_14675
173.116.21.84-10.10.10.165-37829-80-9636,173.116.21.84,10.10.10.165,37829,80,6,2024-06-01 16:10:10,1772.1164226531982,162.51753909532013,1.692891032242918,1.1285940214952788,0.5642970107476394,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,886.0582113265991,1772.0880508422852,0.028371810913085938,886.029839515686,1772.1164226531982,1772.1164226531982,1772.1164226531982,1772.1164226531982,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1772.0880508422852,1772.0880508422852,1772.0880508422852,0.0,3,13887_14676_14677
196.122.98.50-10.10.10.165-37830-80-9637,196.122.98.50,10.10.10.165,37830,80,6,2024-06-01 16:10:10,1772.751808166504,162.45928994305666,1.6922842702401735,1.128189513493449,0.5640947567467245,2,1,228,60,174.0,54.0,114.0,60.0,60.0,60.0,60.0,0.0,174,54,96.0,55.20869496736904,3048.0,40,20,20,1,886.375904083252,1772.7141380310059,0.037670135498046875,886.3382339477539,1772.751808166504,1772.751808166504,1772.751808166504,1772.751808166504,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,96.0,64,64240,0.0,0.0,0.0,0.0,1772.7141380310059,1772.7141380310059,1772.7141380310059,0.0,3,13888_14678_14679
10.10.10.165-148.158.162.33-80-37849-10161,10.10.10.165,148.158.162.33,80,37849,6,2024-06-01 16:10:12,0.03743171691894531,3045545.579617834,53430.62420382166,26715.31210191083,26715.31210191083,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03743171691894531,0.03743171691894531,0.03743171691894531,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14696_14697
10.10.10.165-153.197.84.80-80-37860-10190,10.10.10.165,153.197.84.80,80,37860,6,2024-06-01 16:10:12,0.038623809814453125,2951547.2592592593,51781.53086419753,25890.765432098764,25890.765432098764,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.038623809814453125,0.038623809814453125,0.038623809814453125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14727_14728
10.10.10.165-83.114.198.83-80-37861-10200,10.10.10.165,83.114.198.83,80,37861,6,2024-06-01 16:10:12,0.03647804260253906,3125167.68627451,54827.50326797386,27413.75163398693,27413.75163398693,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.03647804260253906,0.03647804260253906,0.03647804260253906,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14739_14740
10.10.10.165-186.231.186.197-80-37917-10250,10.10.10.165,186.231.186.197,80,37917,6,2024-06-01 16:10:12,0.037670135498046875,3026269.974683544,53092.45569620253,26546.227848101265,26546.227848101265,1,1,60,54,60.0,60.0,60.0,0.0,54.0,54.0,54.0,0.0,60,54,57.0,3.0,9.0,20,20,20,1,0.037670135498046875,0.037670135498046875,0.037670135498046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,57.0,64240,32767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14794_14795
